date,fullVisitorId,channel,campaign,source,medium,device_category,country,totals_hits,totals_pageviews,totals_timeOnSite,revenue_usd,lead,customer
2018-04-13,sample_000451,Organic Search,partner launch,organic_search,organic,desktop,India,9,2,37,0.0,1,0
2017-10-05,sample_000452,Organic Search,partner launch,organic_search,organic,desktop,Canada,10,2,29,0.0,1,0
2017-12-06,sample_000453,Social,content syndication,social,referral,desktop,India,9,2,13,0.0,1,0
2018-04-20,sample_000454,Paid Search,brand,paid_search,paid,desktop,India,10,2,45,0.0,1,0
2017-12-27,sample_000455,Organic Search,summer remarketing,organic_search,organic,mobile,Germany,3,1,37,0.0,0,0
2018-01-28,sample_000456,Direct,(not set),direct,referral,mobile,Canada,10,2,23,0.0,1,0
2017-08-13,sample_000457,Paid Search,(not set),paid_search,paid,desktop,India,9,7,363,7.99,1,1
2017-12-30,sample_000458,Direct,partner launch,direct,referral,desktop,Germany,9,2,11,0.0,1,0
2018-06-28,sample_000459,Referral,content syndication,referral,referral,mobile,Canada,7,7,460,0.0,1,0
2018-07-17,sample_000460,Social,content syndication,social,referral,desktop,Germany,5,1,17,0.0,1,0
2018-06-21,sample_000461,Referral,brand,referral,referral,mobile,Canada,4,1,23,0.0,0,0
2017-09-08,sample_000462,Display,summer remarketing,display,referral,desktop,Canada,7,1,7,0.0,1,0
2017-10-06,sample_000463,Paid Search,brand,paid_search,paid,desktop,Australia,6,1,34,0.0,1,0
2018-01-13,sample_000464,Organic Search,partner launch,organic_search,organic,mobile,Germany,9,2,55,0.0,1,0
2018-07-29,sample_000465,Organic Search,brand,organic_search,organic,desktop,Germany,9,1,9,0.0,1,0
2018-05-02,sample_000466,Organic Search,summer remarketing,organic_search,organic,desktop,United Kingdom,6,1,26,0.0,1,0
2018-06-13,sample_000467,Organic Search,content syndication,organic_search,organic,desktop,United Kingdom,2,1,47,0.0,0,0
2018-06-25,sample_000468,Organic Search,content syndication,organic_search,organic,mobile,United States,6,1,29,0.0,1,0
2017-12-23,sample_000469,Organic Search,content syndication,organic_search,organic,desktop,Canada,10,2,37,0.0,1,0
2018-06-30,sample_000470,Organic Search,partner launch,organic_search,organic,desktop,Germany,3,1,54,0.0,0,0
2017-09-03,sample_000471,Organic Search,partner launch,organic_search,organic,desktop,India,7,1,11,0.0,1,0
2018-03-11,sample_000472,Referral,summer remarketing,referral,referral,mobile,Australia,1,1,34,0.0,0,0
2017-09-07,sample_000473,Organic Search,content syndication,organic_search,organic,desktop,Canada,4,1,21,0.0,0,0
2018-02-24,sample_000474,Paid Search,partner launch,paid_search,paid,desktop,Australia,11,11,726,0.0,1,0
2018-05-27,sample_000475,Organic Search,summer remarketing,organic_search,organic,desktop,United Kingdom,10,2,11,0.0,1,0
2017-12-23,sample_000476,Paid Search,partner launch,paid_search,paid,mobile,India,2,2,35,0.0,0,0
2018-02-17,sample_000477,Organic Search,summer remarketing,organic_search,organic,mobile,Australia,4,2,24,0.0,0,0
2017-08-06,sample_000478,Social,partner launch,social,referral,desktop,Germany,1,1,5,0.0,0,0
2018-05-08,sample_000479,Organic Search,partner launch,organic_search,organic,tablet,Australia,5,2,31,0.0,1,0
2017-11-03,sample_000480,Organic Search,partner launch,organic_search,organic,desktop,Australia,2,1,16,0.0,0,0
2018-05-09,sample_000481,Referral,brand,referral,referral,desktop,United States,3,2,21,0.0,0,0
2018-04-07,sample_000482,Direct,(not set),direct,referral,tablet,Germany,2,1,23,0.0,0,0
2018-01-10,sample_000483,Social,summer remarketing,social,referral,desktop,Germany,4,2,41,0.0,0,0
2018-03-08,sample_000484,Referral,brand,referral,referral,desktop,United Kingdom,7,1,22,0.0,1,0
2018-01-17,sample_000485,Direct,(not set),direct,referral,mobile,Germany,6,2,36,0.0,1,0
2018-06-07,sample_000486,Organic Search,(not set),organic_search,organic,desktop,United Kingdom,9,1,17,0.0,1,0
2017-08-10,sample_000487,Direct,summer remarketing,direct,referral,mobile,Germany,5,2,7,0.0,1,0
2018-05-04,sample_000488,Paid Search,summer remarketing,paid_search,paid,desktop,Germany,8,2,19,0.0,1,0
2018-04-14,sample_000489,Organic Search,brand,organic_search,organic,desktop,Australia,4,1,44,0.0,0,0
2017-10-11,sample_000490,Direct,brand,direct,referral,desktop,United States,8,1,27,0.0,1,0
2017-11-27,sample_000491,Direct,content syndication,direct,referral,desktop,United Kingdom,4,1,38,0.0,0,0
2018-03-21,sample_000492,Paid Search,summer remarketing,paid_search,paid,mobile,United Kingdom,12,4,718,0.0,1,0
2018-05-19,sample_000493,Paid Search,content syndication,paid_search,paid,desktop,United Kingdom,3,2,38,0.0,0,0
2017-11-23,sample_000494,Display,partner launch,display,referral,desktop,Canada,9,2,55,0.0,1,0
2017-10-11,sample_000495,Organic Search,brand,organic_search,organic,desktop,India,5,2,14,0.0,1,0
2017-09-30,sample_000496,Organic Search,content syndication,organic_search,organic,mobile,Australia,3,2,35,0.0,0,0
2018-05-30,sample_000497,Paid Search,partner launch,paid_search,paid,desktop,India,4,1,7,0.0,0,0
2017-10-08,sample_000498,Paid Search,partner launch,paid_search,paid,mobile,India,5,3,334,0.0,1,0
2018-06-03,sample_000499,Social,partner launch,social,referral,tablet,Canada,3,2,18,0.0,0,0
2018-04-04,sample_000500,Display,partner launch,display,referral,desktop,Australia,3,1,44,0.0,0,0
2018-07-18,sample_000501,Organic Search,brand,organic_search,organic,desktop,Canada,4,1,29,0.0,0,0
2017-11-12,sample_000502,Organic Search,brand,organic_search,organic,desktop,United States,4,2,43,0.0,0,0
2018-06-11,sample_000503,Paid Search,brand,paid_search,paid,mobile,Australia,2,1,35,0.0,0,0
2018-05-04,sample_000504,Social,(not set),social,referral,mobile,United Kingdom,10,2,31,0.0,1,0
2018-03-08,sample_000505,Direct,partner launch,direct,referral,desktop,Australia,7,2,42,0.0,1,0
2017-10-08,sample_000506,Organic Search,content syndication,organic_search,organic,desktop,Germany,5,1,43,0.0,1,0
2017-08-03,sample_000507,Organic Search,brand,organic_search,organic,mobile,Canada,9,1,5,0.0,1,0
2018-01-09,sample_000508,Direct,content syndication,direct,referral,desktop,Germany,16,12,337,0.0,1,0
2018-06-10,sample_000509,Paid Search,content syndication,paid_search,paid,desktop,Germany,7,1,40,0.0,1,0
2018-05-14,sample_000510,Organic Search,content syndication,organic_search,organic,desktop,Australia,7,2,54,0.0,1,0
2018-07-04,sample_000511,Direct,content syndication,direct,referral,desktop,Germany,2,1,18,0.0,0,0
2018-05-09,sample_000512,Referral,(not set),referral,referral,mobile,Australia,3,1,29,0.0,0,0
2017-10-14,sample_000513,Referral,summer remarketing,referral,referral,desktop,India,2,1,21,0.0,0,0
2017-08-20,sample_000514,Organic Search,partner launch,organic_search,organic,mobile,Australia,10,2,23,0.0,1,0
2017-10-29,sample_000515,Organic Search,(not set),organic_search,organic,mobile,India,9,1,23,0.0,1,0
2018-04-19,sample_000516,Referral,(not set),referral,referral,desktop,Australia,8,3,314,0.0,1,0
2017-09-14,sample_000517,Display,brand,display,referral,tablet,Germany,8,2,30,0.0,1,0
2018-07-27,sample_000518,Paid Search,brand,paid_search,paid,desktop,United Kingdom,16,11,425,0.0,1,0
2017-11-08,sample_000519,Paid Search,partner launch,paid_search,paid,desktop,Canada,5,1,16,0.0,1,0
2017-09-07,sample_000520,Organic Search,partner launch,organic_search,organic,desktop,Germany,9,1,21,0.0,1,0
2018-03-15,sample_000521,Organic Search,content syndication,organic_search,organic,tablet,Canada,6,1,54,0.0,1,0
2017-08-15,sample_000522,Social,brand,social,referral,desktop,Australia,5,2,48,0.0,1,0
2018-02-28,sample_000523,Referral,(not set),referral,referral,tablet,United Kingdom,5,1,20,0.0,1,0
2018-01-23,sample_000524,Organic Search,partner launch,organic_search,organic,desktop,India,7,2,27,0.0,1,0
2018-07-16,sample_000525,Organic Search,summer remarketing,organic_search,organic,tablet,India,4,1,52,0.0,0,0
2017-11-12,sample_000526,Organic Search,(not set),organic_search,organic,mobile,United States,4,2,54,0.0,0,0
2018-07-13,sample_000527,Social,summer remarketing,social,referral,tablet,Canada,9,1,7,0.0,1,0
2018-04-10,sample_000528,Paid Search,summer remarketing,paid_search,paid,mobile,Germany,9,2,16,0.0,1,0
2018-05-23,sample_000529,Organic Search,partner launch,organic_search,organic,desktop,United States,9,2,39,0.0,1,0
2018-07-18,sample_000530,Organic Search,(not set),organic_search,organic,mobile,United Kingdom,9,1,34,0.0,1,0
2017-11-16,sample_000531,Organic Search,brand,organic_search,organic,desktop,United Kingdom,9,7,631,0.0,1,0
2018-06-10,sample_000532,Organic Search,summer remarketing,organic_search,organic,desktop,Australia,5,2,31,0.0,1,0
2018-02-22,sample_000533,Organic Search,summer remarketing,organic_search,organic,desktop,Australia,15,12,172,0.0,1,0
2018-05-12,sample_000534,Referral,brand,referral,referral,desktop,United States,3,1,35,0.0,0,0
2017-10-08,sample_000535,Paid Search,partner launch,paid_search,paid,tablet,United Kingdom,9,2,24,0.0,1,0
2017-08-25,sample_000536,Referral,(not set),referral,referral,desktop,Canada,4,1,21,0.0,0,0
2018-01-19,sample_000537,Paid Search,(not set),paid_search,paid,desktop,Canada,7,2,6,0.0,1,0
2018-07-14,sample_000538,Organic Search,partner launch,organic_search,organic,tablet,United Kingdom,5,1,27,0.0,1,0
2018-03-17,sample_000539,Paid Search,brand,paid_search,paid,mobile,India,9,2,45,0.0,1,0
2018-01-20,sample_000540,Direct,summer remarketing,direct,referral,desktop,India,3,2,10,0.0,0,0
2018-01-10,sample_000541,Organic Search,partner launch,organic_search,organic,mobile,United Kingdom,6,2,33,0.0,1,0
2018-03-19,sample_000542,Paid Search,brand,paid_search,paid,desktop,India,10,6,831,1.99,1,1
2017-09-18,sample_000543,Organic Search,partner launch,organic_search,organic,desktop,Canada,1,1,54,0.0,0,0
2017-09-12,sample_000544,Direct,brand,direct,referral,desktop,India,7,1,24,0.0,1,0
2018-03-15,sample_000545,Direct,summer remarketing,direct,referral,mobile,United Kingdom,3,3,749,0.0,1,0
2018-03-28,sample_000546,Referral,partner launch,referral,referral,tablet,India,10,2,33,0.0,1,0
2018-06-02,sample_000547,Organic Search,partner launch,organic_search,organic,desktop,Australia,10,2,45,0.0,1,0
2018-01-25,sample_000548,Organic Search,content syndication,organic_search,organic,desktop,United Kingdom,8,1,24,0.0,1,0
2018-01-03,sample_000549,Organic Search,partner launch,organic_search,organic,desktop,Canada,6,1,23,0.0,1,0
2018-04-09,sample_000550,Organic Search,brand,organic_search,organic,tablet,Germany,7,1,23,0.0,1,0
2018-05-08,sample_000551,Referral,content syndication,referral,referral,desktop,India,8,2,20,0.0,1,0
2017-11-21,sample_000552,Referral,summer remarketing,referral,referral,desktop,Germany,9,1,53,0.0,1,0
2018-04-30,sample_000553,Organic Search,(not set),organic_search,organic,mobile,United Kingdom,3,1,13,0.0,0,0
2018-06-13,sample_000554,Paid Search,brand,paid_search,paid,desktop,United States,5,2,25,0.0,1,0
2018-05-01,sample_000555,Organic Search,content syndication,organic_search,organic,desktop,Australia,6,2,13,0.0,1,0
2017-11-28,sample_000556,Direct,summer remarketing,direct,referral,desktop,Canada,13,9,874,0.0,1,0
2017-08-17,sample_000557,Paid Search,(not set),paid_search,paid,desktop,Canada,1,1,22,0.0,0,0
2017-11-01,sample_000558,Paid Search,brand,paid_search,paid,desktop,Australia,2,2,12,0.0,0,0
2018-03-15,sample_000559,Organic Search,partner launch,organic_search,organic,desktop,United States,8,1,52,0.0,1,0
2017-11-15,sample_000560,Direct,(not set),direct,referral,desktop,Australia,7,2,15,0.0,1,0
2018-05-09,sample_000561,Direct,brand,direct,referral,desktop,United States,5,2,28,0.0,1,0
2017-11-29,sample_000562,Display,content syndication,display,referral,mobile,United States,5,1,42,0.0,1,0
2017-08-05,sample_000563,Referral,brand,referral,referral,tablet,United States,4,2,28,0.0,0,0
2017-09-16,sample_000564,Organic Search,brand,organic_search,organic,mobile,Australia,1,1,27,0.0,0,0
2017-09-24,sample_000565,Direct,(not set),direct,referral,desktop,India,9,2,51,0.0,1,0
2018-01-31,sample_000566,Direct,partner launch,direct,referral,mobile,Canada,8,1,50,0.0,1,0
2018-07-23,sample_000567,Organic Search,summer remarketing,organic_search,organic,desktop,Canada,7,2,51,0.0,1,0
2018-06-03,sample_000568,Referral,summer remarketing,referral,referral,mobile,Canada,9,1,14,0.0,1,0
2018-05-05,sample_000569,Referral,summer remarketing,referral,referral,desktop,Germany,11,9,89,0.0,1,0
2017-12-01,sample_000570,Direct,content syndication,direct,referral,desktop,Australia,12,9,606,0.0,1,0
2017-10-18,sample_000571,Direct,(not set),direct,referral,mobile,Germany,3,2,11,0.0,0,0
2017-10-06,sample_000572,Organic Search,content syndication,organic_search,organic,desktop,Germany,7,6,102,0.0,1,0
2018-04-27,sample_000573,Direct,(not set),direct,referral,mobile,Germany,6,1,19,0.0,1,0
2017-11-15,sample_000574,Organic Search,summer remarketing,organic_search,organic,mobile,United States,8,1,45,0.0,1,0
2018-03-01,sample_000575,Paid Search,(not set),paid_search,paid,mobile,United States,5,1,38,0.0,1,0
2017-09-09,sample_000576,Referral,partner launch,referral,referral,tablet,India,2,1,51,0.0,0,0
2017-11-07,sample_000577,Organic Search,content syndication,organic_search,organic,desktop,Germany,9,1,52,0.0,1,0
2018-06-23,sample_000578,Direct,partner launch,direct,referral,mobile,India,3,2,15,0.0,0,0
2018-01-20,sample_000579,Organic Search,summer remarketing,organic_search,organic,mobile,Germany,7,2,25,0.0,1,0
2018-02-28,sample_000580,Referral,brand,referral,referral,mobile,Germany,5,2,41,0.0,1,0
2018-05-09,sample_000581,Organic Search,(not set),organic_search,organic,tablet,United States,9,2,30,0.0,1,0
2018-06-02,sample_000582,Display,brand,display,referral,desktop,India,2,2,24,0.0,0,0
2017-08-12,sample_000583,Referral,partner launch,referral,referral,mobile,Germany,10,2,37,0.0,1,0
2017-10-19,sample_000584,Social,partner launch,social,referral,desktop,United Kingdom,3,1,21,0.0,0,0
2017-12-10,sample_000585,Organic Search,content syndication,organic_search,organic,mobile,United Kingdom,7,6,810,0.0,1,0
2018-07-20,sample_000586,Organic Search,partner launch,organic_search,organic,mobile,Australia,5,1,7,0.0,1,0
2017-08-29,sample_000587,Organic Search,partner launch,organic_search,organic,tablet,India,8,2,12,0.0,1,0
2018-06-21,sample_000588,Social,partner launch,social,referral,mobile,United Kingdom,10,2,7,0.0,1,0
2018-01-15,sample_000589,Paid Search,partner launch,paid_search,paid,desktop,Germany,16,9,840,24.99,1,1
2018-03-10,sample_000590,Organic Search,partner launch,organic_search,organic,desktop,Canada,6,1,10,0.0,1,0
2018-05-08,sample_000591,Direct,brand,direct,referral,desktop,Germany,7,5,562,0.0,1,0
2018-06-30,sample_000592,Paid Search,content syndication,paid_search,paid,mobile,United Kingdom,4,1,9,0.0,0,0
2018-05-22,sample_000593,Organic Search,summer remarketing,organic_search,organic,desktop,India,7,2,27,0.0,1,0
2018-07-02,sample_000594,Organic Search,content syndication,organic_search,organic,desktop,India,9,2,44,0.0,1,0
2017-11-28,sample_000595,Organic Search,brand,organic_search,organic,desktop,United States,2,1,52,0.0,0,0
2017-10-15,sample_000596,Social,summer remarketing,social,referral,mobile,United States,6,1,49,0.0,1,0
2017-08-12,sample_000597,Paid Search,summer remarketing,paid_search,paid,desktop,Germany,4,1,39,0.0,0,0
2018-06-15,sample_000598,Paid Search,partner launch,paid_search,paid,mobile,Australia,9,3,666,0.0,1,0
2017-10-27,sample_000599,Organic Search,(not set),organic_search,organic,desktop,Australia,2,2,34,0.0,0,0
2018-07-05,sample_000600,Organic Search,content syndication,organic_search,organic,desktop,United Kingdom,3,2,6,0.0,0,0
2018-02-11,sample_000601,Organic Search,(not set),organic_search,organic,desktop,Germany,9,2,43,0.0,1,0
2018-04-14,sample_000602,Organic Search,summer remarketing,organic_search,organic,tablet,Germany,1,1,20,0.0,0,0
2018-02-18,sample_000603,Organic Search,summer remarketing,organic_search,organic,mobile,Germany,12,8,311,0.0,1,0
2018-06-17,sample_000604,Referral,brand,referral,referral,desktop,India,9,1,22,0.0,1,0
2018-02-18,sample_000605,Organic Search,partner launch,organic_search,organic,mobile,India,15,12,497,0.0,1,0
2018-01-07,sample_000606,Organic Search,partner launch,organic_search,organic,mobile,India,4,1,46,0.0,0,0
2017-11-12,sample_000607,Paid Search,partner launch,paid_search,paid,mobile,India,7,1,54,0.0,1,0
2018-01-10,sample_000608,Social,(not set),social,referral,desktop,India,3,1,25,0.0,0,0
2018-02-28,sample_000609,Direct,(not set),direct,referral,tablet,India,4,2,54,0.0,0,0
2017-08-14,sample_000610,Organic Search,brand,organic_search,organic,mobile,India,5,2,43,0.0,1,0
2018-01-31,sample_000611,Direct,summer remarketing,direct,referral,desktop,Canada,9,1,43,0.0,1,0
2018-02-15,sample_000612,Organic Search,summer remarketing,organic_search,organic,desktop,United States,9,3,852,0.0,1,0
2017-11-22,sample_000613,Social,partner launch,social,referral,mobile,Canada,2,1,16,0.0,0,0
2018-01-14,sample_000614,Paid Search,partner launch,paid_search,paid,mobile,United States,8,2,54,0.0,1,0
2018-02-11,sample_000615,Direct,content syndication,direct,referral,mobile,Canada,9,1,11,0.0,1,0
2017-08-22,sample_000616,Referral,partner launch,referral,referral,mobile,Canada,2,2,40,0.0,0,0
2017-08-26,sample_000617,Direct,content syndication,direct,referral,desktop,India,6,2,34,0.0,1,0
2017-08-28,sample_000618,Organic Search,partner launch,organic_search,organic,mobile,Australia,9,2,10,0.0,1,0
2018-05-27,sample_000619,Organic Search,content syndication,organic_search,organic,tablet,United Kingdom,7,1,31,0.0,1,0
2018-03-21,sample_000620,Organic Search,summer remarketing,organic_search,organic,mobile,United Kingdom,8,1,10,0.0,1,0
2018-07-31,sample_000621,Direct,content syndication,direct,referral,mobile,Australia,2,1,12,0.0,0,0
2017-09-13,sample_000622,Paid Search,(not set),paid_search,paid,desktop,Canada,7,1,40,0.0,1,0
2018-01-19,sample_000623,Direct,(not set),direct,referral,mobile,India,3,1,14,0.0,0,0
2018-01-06,sample_000624,Organic Search,brand,organic_search,organic,mobile,India,4,2,12,0.0,0,0
2017-12-08,sample_000625,Organic Search,content syndication,organic_search,organic,desktop,Germany,10,2,5,0.0,1,0
2018-05-29,sample_000626,Organic Search,(not set),organic_search,organic,mobile,Germany,3,2,43,0.0,0,0
2018-05-08,sample_000627,Organic Search,(not set),organic_search,organic,desktop,India,1,1,16,0.0,0,0
2017-08-19,sample_000628,Direct,(not set),direct,referral,desktop,United States,16,12,409,0.0,1,0
2017-10-31,sample_000629,Organic Search,summer remarketing,organic_search,organic,desktop,Germany,8,1,52,0.0,1,0
2017-09-17,sample_000630,Social,partner launch,social,referral,mobile,Canada,3,2,53,0.0,0,0
2018-03-30,sample_000631,Organic Search,partner launch,organic_search,organic,desktop,Canada,7,2,38,0.0,1,0
2017-11-16,sample_000632,Organic Search,partner launch,organic_search,organic,mobile,Australia,12,11,565,0.0,1,0
2018-07-28,sample_000633,Social,partner launch,social,referral,desktop,Germany,6,2,38,0.0,1,0
2017-10-06,sample_000634,Organic Search,brand,organic_search,organic,mobile,Germany,9,2,16,0.0,1,0
2017-11-08,sample_000635,Direct,content syndication,direct,referral,desktop,Germany,7,4,888,0.0,1,0
2018-01-18,sample_000636,Organic Search,summer remarketing,organic_search,organic,desktop,India,1,1,45,0.0,0,0
2017-09-04,sample_000637,Organic Search,summer remarketing,organic_search,organic,desktop,Australia,2,2,12,0.0,0,0
2018-05-19,sample_000638,Organic Search,content syndication,organic_search,organic,mobile,Canada,13,8,758,0.0,1,0
2018-06-27,sample_000639,Referral,(not set),referral,referral,desktop,Canada,16,11,543,0.0,1,0
2018-01-01,sample_000640,Referral,summer remarketing,referral,referral,mobile,Australia,4,1,41,0.0,0,0
2018-01-29,sample_000641,Referral,brand,referral,referral,desktop,Germany,14,8,711,0.0,1,0
2018-02-16,sample_000642,Paid Search,summer remarketing,paid_search,paid,desktop,United States,12,7,796,0.0,1,0
2018-04-12,sample_000643,Organic Search,brand,organic_search,organic,mobile,United Kingdom,5,2,38,0.0,1,0
2017-08-20,sample_000644,Organic Search,partner launch,organic_search,organic,mobile,Canada,10,2,6,0.0,1,0
2018-01-22,sample_000645,Organic Search,partner launch,organic_search,organic,tablet,United States,7,2,14,0.0,1,0
2017-10-07,sample_000646,Direct,(not set),direct,referral,desktop,United Kingdom,12,11,74,0.0,1,0
2018-06-01,sample_000647,Direct,summer remarketing,direct,referral,mobile,Australia,2,1,38,0.0,0,0
2018-01-07,sample_000648,Organic Search,partner launch,organic_search,organic,mobile,United Kingdom,4,1,23,0.0,0,0
2018-03-14,sample_000649,Organic Search,partner launch,organic_search,organic,mobile,United States,5,1,12,0.0,1,0
2017-09-22,sample_000650,Paid Search,summer remarketing,paid_search,paid,desktop,Australia,6,2,14,0.0,1,0
2017-10-27,sample_000651,Paid Search,brand,paid_search,paid,desktop,United States,10,2,33,0.0,1,0
2018-07-12,sample_000652,Organic Search,partner launch,organic_search,organic,desktop,India,7,1,30,0.0,1,0
2018-06-19,sample_000653,Social,partner launch,social,referral,mobile,India,6,2,26,0.0,1,0
2018-03-27,sample_000654,Organic Search,content syndication,organic_search,organic,mobile,United Kingdom,11,10,536,0.0,1,0
2017-11-23,sample_000655,Paid Search,summer remarketing,paid_search,paid,desktop,India,7,2,30,0.0,1,0
2018-01-14,sample_000656,Referral,summer remarketing,referral,referral,desktop,India,15,8,542,0.0,1,0
2018-06-06,sample_000657,Direct,(not set),direct,referral,mobile,Germany,3,2,25,0.0,0,0
2018-04-30,sample_000658,Referral,content syndication,referral,referral,desktop,India,4,1,40,0.0,0,0
2018-01-22,sample_000659,Organic Search,partner launch,organic_search,organic,desktop,United Kingdom,8,2,41,0.0,1,0
2017-10-28,sample_000660,Direct,partner launch,direct,referral,mobile,Germany,19,12,187,0.0,1,0
2018-05-12,sample_000661,Paid Search,(not set),paid_search,paid,desktop,Germany,8,2,9,0.0,1,0
2018-06-02,sample_000662,Direct,brand,direct,referral,mobile,India,2,2,10,0.0,0,0
2018-06-22,sample_000663,Social,content syndication,social,referral,mobile,United Kingdom,8,1,39,0.0,1,0
2018-03-17,sample_000664,Paid Search,summer remarketing,paid_search,paid,desktop,Australia,6,2,41,0.0,1,0
2018-03-11,sample_000665,Social,content syndication,social,referral,mobile,Germany,1,1,44,0.0,0,0
2017-12-29,sample_000666,Referral,summer remarketing,referral,referral,desktop,Germany,1,1,50,0.0,0,0
2017-12-23,sample_000667,Organic Search,content syndication,organic_search,organic,mobile,Canada,7,2,50,0.0,1,0
2018-05-07,sample_000668,Organic Search,brand,organic_search,organic,desktop,Canada,17,11,438,0.0,1,0
2018-07-10,sample_000669,Organic Search,brand,organic_search,organic,desktop,Canada,12,5,743,0.0,1,0
2018-06-25,sample_000670,Organic Search,content syndication,organic_search,organic,mobile,Germany,4,2,34,0.0,0,0
2018-03-19,sample_000671,Paid Search,partner launch,paid_search,paid,desktop,India,10,3,818,0.0,1,0
2018-05-07,sample_000672,Organic Search,(not set),organic_search,organic,mobile,Canada,15,10,185,24.99,1,1
2018-04-27,sample_000673,Organic Search,partner launch,organic_search,organic,tablet,United States,9,2,38,0.0,1,0
2017-09-15,sample_000674,Social,partner launch,social,referral,desktop,United Kingdom,9,1,42,0.0,1,0
2018-01-23,sample_000675,Organic Search,summer remarketing,organic_search,organic,desktop,United Kingdom,15,10,501,0.0,1,0
2017-08-19,sample_000676,Organic Search,content syndication,organic_search,organic,mobile,Australia,6,2,8,0.0,1,0
2018-05-21,sample_000677,Paid Search,brand,paid_search,paid,desktop,United States,5,1,36,0.0,1,0
2017-12-21,sample_000678,Paid Search,(not set),paid_search,paid,desktop,Australia,6,2,5,0.0,1,0
2018-05-30,sample_000679,Paid Search,brand,paid_search,paid,mobile,Australia,4,2,21,0.0,0,0
2018-04-28,sample_000680,Paid Search,content syndication,paid_search,paid,mobile,India,3,1,43,0.0,0,0
2018-02-28,sample_000681,Direct,summer remarketing,direct,referral,mobile,Germany,4,2,18,0.0,0,0
2017-12-14,sample_000682,Organic Search,partner launch,organic_search,organic,mobile,Canada,16,9,378,0.0,1,0
2018-07-16,sample_000683,Organic Search,summer remarketing,organic_search,organic,mobile,United States,9,1,32,0.0,1,0
2018-03-18,sample_000684,Social,summer remarketing,social,referral,desktop,Australia,2,1,39,0.0,0,0
2018-03-10,sample_000685,Social,(not set),social,referral,mobile,United Kingdom,7,2,22,0.0,1,0
2018-05-27,sample_000686,Organic Search,brand,organic_search,organic,desktop,United Kingdom,4,1,38,0.0,0,0
2017-08-06,sample_000687,Organic Search,(not set),organic_search,organic,mobile,Germany,7,1,11,0.0,1,0
2018-01-27,sample_000688,Direct,(not set),direct,referral,desktop,Germany,1,1,6,0.0,0,0
2018-06-01,sample_000689,Organic Search,brand,organic_search,organic,mobile,Germany,2,1,10,0.0,0,0
2018-06-28,sample_000690,Organic Search,content syndication,organic_search,organic,mobile,United Kingdom,3,1,21,0.0,0,0
2017-09-08,sample_000691,Direct,summer remarketing,direct,referral,mobile,Australia,8,2,49,0.0,1,0
2017-09-07,sample_000692,Organic Search,content syndication,organic_search,organic,desktop,India,7,3,341,0.0,1,0
2017-11-11,sample_000693,Organic Search,brand,organic_search,organic,mobile,Canada,13,5,857,0.0,1,0
2017-09-24,sample_000694,Paid Search,partner launch,paid_search,paid,mobile,United States,1,1,9,0.0,0,0
2018-03-17,sample_000695,Direct,summer remarketing,direct,referral,desktop,Canada,1,1,47,0.0,0,0
2018-01-16,sample_000696,Organic Search,(not set),organic_search,organic,mobile,Canada,9,2,32,0.0,1,0
2017-08-02,sample_000697,Paid Search,summer remarketing,paid_search,paid,desktop,Germany,3,2,41,0.0,0,0
2018-01-03,sample_000698,Organic Search,(not set),organic_search,organic,desktop,United Kingdom,6,1,39,0.0,1,0
2017-12-27,sample_000699,Referral,summer remarketing,referral,referral,mobile,United States,12,9,376,12.99,1,1
2018-06-20,sample_000700,Paid Search,partner launch,paid_search,paid,desktop,United States,6,3,570,12.99,1,1
2018-04-13,sample_000701,Direct,(not set),direct,referral,desktop,United Kingdom,2,2,7,0.0,0,0
2017-08-22,sample_000702,Organic Search,partner launch,organic_search,organic,desktop,Australia,10,2,14,0.0,1,0
2017-09-06,sample_000703,Organic Search,brand,organic_search,organic,desktop,Australia,10,10,318,0.0,1,0
2018-06-20,sample_000704,Organic Search,partner launch,organic_search,organic,desktop,India,8,1,44,0.0,1,0
2017-09-24,sample_000705,Organic Search,summer remarketing,organic_search,organic,desktop,Canada,2,1,17,0.0,0,0
2018-07-14,sample_000706,Referral,(not set),referral,referral,desktop,India,13,11,399,0.0,1,0
2018-01-19,sample_000707,Paid Search,partner launch,paid_search,paid,desktop,United Kingdom,4,2,49,0.0,0,0
2017-12-03,sample_000708,Organic Search,content syndication,organic_search,organic,tablet,United States,18,12,866,4.99,1,1
2017-08-04,sample_000709,Organic Search,brand,organic_search,organic,desktop,Canada,13,7,780,0.0,1,0
2018-06-24,sample_000710,Organic Search,(not set),organic_search,organic,desktop,Australia,3,1,44,0.0,0,0
2018-04-13,sample_000711,Paid Search,partner launch,paid_search,paid,mobile,United States,12,7,498,0.0,1,0
2017-09-30,sample_000712,Organic Search,content syndication,organic_search,organic,tablet,India,10,2,37,0.0,1,0
2018-07-04,sample_000713,Direct,brand,direct,referral,desktop,India,12,5,579,0.0,1,0
2017-08-23,sample_000714,Direct,partner launch,direct,referral,desktop,United Kingdom,7,1,21,0.0,1,0
2018-03-21,sample_000715,Referral,content syndication,referral,referral,desktop,United States,3,1,55,0.0,0,0
2017-09-06,sample_000716,Paid Search,summer remarketing,paid_search,paid,mobile,Australia,8,2,17,0.0,1,0
2017-09-26,sample_000717,Organic Search,content syndication,organic_search,organic,desktop,United States,12,6,295,0.0,1,0
